Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSA;Numéro FINESS e-PMSI ;FINESS;9;1;9;;;;;;;
RSA;Numéro de version du format du RSA ;VRSA;3;10;12;;;;;229;;
RSA;N° d'index du RSA ;NRSA;10;13;22;;;;;;;
RSA;"Numéro de version du format du ""RSS-groupé"" ";VFRSSG;3;23;25;;;;;;;
RSA;Numéro séquentiel de tarifs ;NSQT;3;26;28;;;;;;;
RSA;Groupage lu : Version de la classification ;GLVCL;2;29;30;;;;;;;
RSA;Groupage lu : CMD ;GLCMD;2;31;32;;;;;;;
RSA;Groupage lu : Type ;GLTYP;1;33;33;;;;;;;
RSA;Groupage lu : Numéro ;GLNUM;2;34;35;;;;;;;
RSA;Groupage lu : Complexité ;GLCPX;1;36;36;;;;;;;
RSA;Groupage lu : code-retour ;GLCRT;3;37;39;;;;;;;
RSA;Groupage GENRSA :Version de la classification ;GRVCL;2;40;41;;;;;;;
RSA;Groupage GENRSA : CMD ;GRCMD;2;42;43;;;;;;;
RSA;Groupage GENRSA : Type ;GRTYP;1;44;44;;;;;;;
RSA;Groupage GENRSA : Numéro ;GRNUM;2;45;46;;;;;;;
RSA;Groupage GENRSA : Complexité ;GRCPX;1;47;47;;;;;;;
RSA;Groupage GENRSA : code-retour ;GRCRT;3;48;50;;;;;;;
RSA;Nombre de RUM composant le RSS d'origine (NbRUM) ;NBRUM;2;51;52;;;;;;RU;
RSA;Age en années ;AGEA;3;53;55;;;;;en nombre d'années révolues : date d'entrée du séjour - date de naissance;;
RSA;Age en jours ;AGEJ;3;56;58;;;;;en nombre de jours (date d'entrée du séjour - date de naissance) pour les moins d'1 an;;
RSA;Sexe ;SEXE;1;59;59;;;;;1=homme \n 2=femme \n 3 =indéterminée;;
RSA;Mode d'entrée ;MEPMC;1;60;60;;;;;Valeurs possibles : \n  6 - Mutation \n 7 - Transfert définitif \n 0 - Transfert provisoire \n N - Naissance \n 8 - Domicile \n O - Prélévement d'organes;;
RSA;Provenance ;PROV;1;61;61;;;;;Valeurs possibles :  \n 1 - MCO (sauf réa) \n 2 - Réanimation \n 3 - SSR \n 4- Psychiatrie \n (5 - Urgences (EG)(annulé)) \n 6 - HAD \n (U - Urgences (autre EG)(annulé)) \n 7 - médico social;;
RSA;Mois de sortie du séjour;MSOR;2;62;63;;;;;;;
RSA;Année de sortie du séjour;ASOR;4;64;67;;;;;;;
RSA;Mode de sortie;MSPMC;1;68;68;;;;;;;
RSA;Destination ;DEST;1;69;69;;;;;;;
RSA;Type de séjour ;TYSEJ;1;70;70;;;;;dans le cadre d'une PIE : A si établissement demandeur, B si établissement prestataire;;
RSA;Durée du séjour;DUTSP;4;71;74;;;;;en nombre de nuits : date de sortie - date d'entrée;;
RSA;Code géographique de résidence ;CGRES;5;75;79;;;;;;;
RSA;Code postal;CPOST;5;80;84;;;;;;;
RSA;Poids d'entrée (en grammes) ;PEGR;4;85;88;;;;;en grammes, pour les bébés;;
RSA;Age gestationnel retenu pour le groupage ;AGRG;2;89;90;;;;;en nombre révolu de semaines d'aménorrhée;;
RSA;Délai de la date des dernières règles par rapport à la date d'entrée ;DDRDE;3;91;93;;;;;en nombre de jours : date d'entrée du séjour - date des dernières règles;;
RSA;Nombre de séances ;NBSE;2;94;95;;;;;;;
RSA;Numéro de GHS (du GHM GENRSA) ;NGHS;4;96;99;;;;;;;
RSA;Nombre de journées au-delà de la borne extrême haute ;NJBEH;4;100;103;;;;;;;
RSA;Type de séjour inférieur à la borne extrême basse ;NJBEB;1;104;104;;;;;;;
RSA;Nb journées EXB ;NJEXB;3;105;107;;;;;;;
RSA;Top Admission Maison de Naissance ;TADMM;1;108;108;;;;;0 : non, 1 : oui ;;
RSA;Top Radiation partielle Avastin ;TRPAV;1;109;109;;;;;0 : non, 1 : oui ;;
RSA;Filler;FLR110;1;110;110;;;;;;;
RSA;Top UHCD ;TUHCD;1;111;111;;;;;;;
RSA;Top GHS minoré ;TGHSM;1;112;112;;;;;0 : non, 1 : oui ;;
RSA;Confirmation du codage du séjour ;CCOSJ;1;113;113;;;;;1 : oui;;
RSA;Nombre d'autorisations d'unités médicales à portée globale valides (Nb_AutPGV) ;NAG;1;114;114;;;;;;AG;
RSA;Nombre de suppléments pour hémodialyse hors séances ;NSHHS;3;115;117;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale automatisée hors séances ;NSEDP;3;118;120;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale continue ambulatoire hors séances ;NSEDPC;3;121;123;;;;;;;
RSA;Nombre de suppléments pour les entraînements à l'hémodialyse hors séances ;NSEHHS;3;124;126;;;;;;;
RSA;Nombre d'actes menant dans le GHS 9615 ;NAG9615;3;127;129;;;;;9615(aphérèse sanguine) ;;
RSA;Nombre de suppléments radiothérapie pédiatrique ;NSRP;3;130;132;;;;;;;
RSA;Nombre de suppléments antepartum ;NSAP;3;133;135;;;;;;;
