Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSA;Numéro FINESS e-PMSI ;FINESS;9;1;9;;;;;;;
RSA;Numéro de version du format du RSA ;VRSA;3;10;12;;;;;218;;
RSA;N° d'index du RSA ;NRSA;10;13;22;;;;;;;
RSA;Numéro de version du format du 'RSS-groupé' ;VFRSSG;3;23;25;;;;;;;
RSA;Numéro séquentiel de tarifs ;NSQT;3;26;28;;;;;;;
RSA;Groupage lu : Version de la classification ;GLVCL;2;29;30;;;;;;;
RSA;Groupage lu : CMD ;GLCMD;2;31;32;;;;;;;
RSA;Groupage lu : Type ;GLTYP;1;33;33;;;;;;;
RSA;Groupage lu : Numéro ;GLNUM;2;34;35;;;;;;;
RSA;Groupage lu : Complexité ;GLCPX;1;36;36;;;;;;;
RSA;Groupage lu : code-retour ;GLCRT;3;37;39;;;;;;;
RSA;Groupage GENRSA :Version de la classification ;GRVCL;2;40;41;;;;;;;
RSA;Groupage GENRSA : CMD ;GRCMD;2;42;43;;;;;;;
RSA;Groupage GENRSA : Type ;GRTYP;1;44;44;;;;;;;
RSA;Groupage GENRSA : Numéro ;GRNUM;2;45;46;;;;;;;
RSA;Groupage GENRSA : Complexité ;GRCPX;1;47;47;;;;;;;
RSA;Groupage GENRSA : code-retour ;GRCRT;3;48;50;;;;;;;
RSA;Nombre de RUM composant le RSS d'origine (NbRUM) ;NBRUM;2;51;52;;;;Droite/Zéro;;RU;
RSA;Age en années ;AGEA;3;53;55;;;;;;;
RSA;Age en jours ;AGEJ;3;56;58;;;;;;;
RSA;Sexe ;SEXE;1;59;59;;;;;;;
RSA;Mode d'entrée dans le champ du PMSI-MCO ;MEPMC;1;60;60;;;;;;;
RSA;Provenance ;PROV;1;61;61;;;;;;;
RSA;Mois de sortie ;MSOR;2;62;63;;;;;;;
RSA;Année de sortie ;ASOR;4;64;67;;;;;;;
RSA;Mode de sortie du champ PMSI-MCO ;MSPMC;1;68;68;;;;;;;
RSA;Destination ;DEST;1;69;69;;;;;;;
