Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RHS;Numéro FINESS d’inscription ePMSI ;FINESS;9;1;9;O ;A;A;NA/NA ;;;
RHS;N° de version du format du RHS ;VRHS;3;10;12;O ;A;A;NA/NA ;M09 ;;
RHS;Numéro de séjour SSR ;NSSR;7;13;19;O ;A;A;Gauche/Espace ;;;
RHS;Numéro administratif de séjour ;NADL;20;20;39;O ;A;A;Gauche/Espace ;;;
RHS;Zone réservée ;ZR40;12;40;51;F ;A;A;Gauche/Espace ;;;
RHS;Date de début de séjour ;DDSEJ;8;52;59;O ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Date de fin de séjour ;DFSEJ;8;60;67;F ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Date de naissance ;DNAIS;8;68;75;O ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Sexe ;SEXE;1;76;76;O ;A;A;NA/NA ;1=homme, 2=femme ;;
RHS;Code postal du lieu de résidence ;CPRE;5;77;81;O ;A;A;NA/NA ;;;
RHS;Type d’hospitalisation ;TYHO;1;82;82;O ;A;A;NA/NA ;;;
RHS;Date d’entrée dans l'unité médicale ;DEUM;8;83;90;O ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Mode d’entrée dans l'unité médicale ;MEUM;1;91;91;O ;A;A;NA/NA ;;;
RHS;Provenance ;PROV;1;92;92;F ;A;A;NA/NA ;;;
RHS;Date de sortie de l'unité médicale ;DSUM;8;93;100;F ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Mode de sortie ;MSUM;1;101;101;F ;A;A;NA/NA ;;;
RHS;Destination ;DEST;1;102;102;F ;A;A;NA/NA ;;;
RHS;Numéro de la semaine ;NSEM;6;103;108;O ;N;N;Droite/Zéro ;semaine+Année ;;
RHS;Journées hors week-end ;JHWE;5;109;113;O ;A;A;NA/NA ;0=absent 1=présent ;;
RHS;Journées week-end ;JWE;2;114;115;O ;A;A;NA/NA ;0=absent 1=présent ;;
RHS;Numéro unité médicale ;NUM;4;116;119;O ;A;A;Gauche/Espace ;;;
RHS;Type d'autorisation de l'unité médicale ;TAUM;3;120;122;O ;A;A;Gauche/Espace ;;;
RHS;Date de l’intervention chirurgicale ;DIC;8;123;130;F ;N;D;NA/NA ;JJMMAAAA ;;
RHS;Finalité principale de prise en charge ;FPP;8;131;138;O ;A;A;Gauche/Espace ;OMS-CIM 10 ;;
RHS;Manifestation morbide principale ;MMP;8;139;146;O ;A;A;Gauche/Espace ;OMS-CIM 10 ;;
RHS;Affection étiologique ;AE;8;147;154;F ;A;A;Gauche/Espace ;OMS-CIM 10 ;;
RHS;Dépendance à l’habillage° ;DHAB;1;155;155;F ;A;A;NA/NA ;Obligatoire pour chaque RHS en hospitalisation partielle -- Obligatoire pour le premier et le dernier RHS de la suite de RHS en hospitalisation complète, et toutes les 4 semaines à compter du 1er RHS de la suite, facultatif sinon. ;;
RHS;Dépendance au déplacement° ;DDEP;1;156;156;F ;A;A;NA/NA ;;;
RHS;Dépendance à l’alimentation° ;DALI;1;157;157;F ;A;A;NA/NA ;;;
RHS;Dépendance à la continence° ;DCNT;1;158;158;F ;A;A;NA/NA ;;;
RHS;Dépendance au comportement° ;DCMP;1;159;159;F ;A;A;NA/NA ;;;
RHS;Dépendance à la relation° ;DREL;1;160;160;F ;A;A;NA/NA ;;;
RHS;Nombre de diagnostics associés dans ce RHS (n1) ;NDA;2;161;162;O ;N;N;Droite/Zéro ;00-99 ;DA;
RHS;Nombre d'actes CSARR dans ce RHS (n2) ;NCSA;3;163;165;O ;N;N;Droite/Zéro ;000-999 ;ACS;
RHS;Nombre d'actes CCAM dans ce RHS (n3) ;NCCA;2;166;167;O ;N;N;Droite/Zéro ;00-99 ;ACC;
RHS;Poursuite du même projet thérapeutique ;PPTH;1;168;168;F ;A;A;NA/NA ;1 : Oui, 2 : Non ;;
DA;DAS n°1 ;TDA;8;;;O ;A;A;Gauche/Espace ;OMS-CIM 10 ;;
ACS;Code principal ;CACS;7;;;O ;A;A;Gauche/Espace ;CSARR ;;
ACS;Code supplémentaire « appareillage » ;CSAPP;3;;;F ;A;A;NA/NA ;obligatoire si acte appartient à la liste « appareillage » ;;
ACS;Code modulateur de lieu ;CML;2;;;F ;A;A;NA/NA ;;;
ACS;Code « modulateur de patient » n° 1 ;CMP1;2;;;F ;A;A;NA/NA ;;;
ACS;Code « modulateur de patient » n° 2 ;CMP2;2;;;F ;A;A;NA/NA ;;;
ACS;Code intervenant ;CINT;2;;;O ;A;A;Code intervenant du professionnel ayant la responsabilité de la réalisation de l’acte ;;;
ACS;Filler ;FI18;1;;;;A;A;NA/NA ;;;
ACS;Nombre de réalisations ;NREAL;2;;;O ;N;N;Droite/Zéro ;;;
ACS;Date de réalisation ;DR;8;;;F ;A;D;NA/NA ;;;
ACS;Nombre réel de patients;NRPA;2;;;O ;N;N;>=2 pour les actes de type « collectif » , =1 pour les actes de types pluri professionnels, >=1 pour les autres types d’actes;;;
ACS;Nombre d’intervenants ;NINT;2;;;F ;N;N;Obligatoire si acte appartient à la liste des actes pluriprofessionnels ;;;
ACS;Extension Documentaire ;XDOCU;2;;;F ;A;A;;;;
ACC;Date de réalisation ;DR;8;;;F ;N;D;NA/NA ;JJMMAAAA ;;
ACC;Code de l'acte ;CCCA;10;;;O ;A;A;NA/NA ;Code CCAM sur 7 caractères + extension sur 3 caractères commençant par ‘-‘ suivi de 2 chiffres ;;
ACC;Code de la phase ;PHAS;1;;;O ;A;A;NA/NA ;CCAM ;;
ACC;Code de l'activité ;ACTI;1;;;O ;A;A;NA/NA ;CCAM ;;
ACC;Extension documentaire ;XDOCU;1;;;F ;A;A;NA/NA ;CCAM ;;
ACC;Nombre de réalisations ;NREAL;2;;;O ;N;N;Droite/Zéro ;;;
S:;RHS1;;;;;;;;;;;
