Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSFC;Type d'enregistrement;TENR;1;1;1;O;A;A;NA/NA;na na Valeur=C;;
RSFC;Numéro FINESS d’inscription ePMSI;FINESS;9;2;10;F;A;A;NA/NA;RSS non groupé 1;;
RSFC;Numéro FINESS géographique;FINESG;9;11;19;F;A;A;NA/NA;;;
RSFC;N° immatriculation assuré;NIA;13;20;32;F;A;A;NA/NA;Type 2 CP 12;;
RSFC;Clé du n° immatriculation;CNI;2;33;34;F;A;A;NA/NA;Type 2 CP 25;;
RSFC;Rang de bénéficiaire;RGB;3;35;37;F;A;A;NA/NA;Type 2 CP 27;;
RSFC;N° d’entrée;NENT;9;38;46;F;A;A;NA/NA;Type 2 CP 40;;
RSFC;N° immatriculation individuel;NII;13;47;59;F;A;A;NA/NA;Type 2S CP 50 A renseigner si l’information est présente sur la carte Vitale, l’attestation de droits ou la prise en charge.;;
RSFC;Clé du n° immatriculation individuel;CNII;2;60;61;F;A;A;NA/NA;Type 2S CP 63 A prendre sur le même support que le n° immatriculation. Clé à contrôler après la saisie, cf. annexe 5 de la norme B2;;
RSFC;Mode de traitement;MTT;2;62;63;F;A;A;NA/NA;Type 4 CP 39;;
RSFC;Discipline de prestation (ex DMT);DPR;3;64;66;F;A;A;NA/NA;na na Blancs;;
RSFC;Justification exo TM;JETM;1;67;67;F;A;A;NA/NA;Type 4 CP 54;;
RSFC;Spécialité exécutant;SPEX;2;68;69;F;A;A;NA/NA;Type 4 CP 68 Liste des codes : NOEMIE OC entité EXE-SPE annexe 17;;
RSFC;Date des soins;DSOI;8;70;77;F;A;D;NA/NA;Type 4 CP 70 Date de l'acte. Attention format de date différent;;
RSFC;Code acte;CACT;5;78;82;F;A;A;NA/NA;Type 4 CP 76 4+1;;4+1
RSFC;Quantité;QTE;3;83;85;F;A;A;NA/NA;Type 4 CP 81 Attention format différent : compléter par 0 devant;;
RSFC;Coefficient;COEF;6;86;91;F;A;A;NA/NA;Type 4 CP 83 4+2;;4+2
RSFC;Dénombrement;DENB;2;92;93;F;A;A;NA/NA;Type 4 CP 89 Compléter par « 0 » devant;;
RSFC;Prix Unitaire;PU;7;94;100;F;A;A;NA/NA;Type 4 CP 91 5+2 ;;5+2
RSFC;Montant Base remboursement;MBR;8;101;108;F;A;A;NA/NA;Type 4 CP 98 6+2. Attention format différent : compléter par 0 devant ;;6+2
RSFC;Taux applicable à la prestation;TXAP;3;109;111;F;A;A;NA/NA;Type 4 CP 105;;
RSFC;Montant Remboursable par la caisse (AMO);MRAMO;8;112;119;F;A;A;NA/NA;Type 4 CP 108 6+2. Attention format différent : compléter par 0 devant;;6+2
RSFC;Montant des honoraire (dépassement compris) ou Montant total de la dépense pour PH;MHOT;8;120;127;F;A;A;NA/NA;Type 4 CP 115 6+2. Attention format différent : compléter par 0 devant;;6+2
RSFC;Montant remboursable par l'organisme complémentaire (AMC);MRAMC;7;128;134;F;A;A;NA/NA;Type 4 CP 123 5+2. Attention format différent : compléter par 0 devant;;5+2
RSFC;Filler;F135;11;135;145;F;A;A;NA/NA;;;
RSFC;Type d’unité fonctionnelle de consultations;TUFC;2;146;147;F;A;A;NA/NA;Note 1;;
RSFC;Coefficient MCO;CMCO;5;148;152;F;A;A;NA/NA;Type 3 CP 71 1+4;;1+4
S:;MONO;;;;;;;;;;;
