Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSA;Numéro FINESS e-PMSI ;FINESS;9;1;9;;;;;;;
RSA;Numéro de version du format du RSA ;VRSA;3;10;12;;;;;223;;
RSA;N° d'index du RSA ;NRSA;10;13;22;;;;;;;
RSA;Numéro de version du format du 'RSS-groupé' ;VFRSSG;3;23;25;;;;;;;
RSA;Numéro séquentiel de tarifs ;NSQT;3;26;28;;;;;;;
RSA;Groupage lu : Version de la classification ;GLVCL;2;29;30;;;;;;;
RSA;Groupage lu : CMD ;GLCMD;2;31;32;;;;;;;
RSA;Groupage lu : Type ;GLTYP;1;33;33;;;;;;;
RSA;Groupage lu : Numéro ;GLNUM;2;34;35;;;;;;;
RSA;Groupage lu : Complexité ;GLCPX;1;36;36;;;;;;;
RSA;Groupage lu : code-retour ;GLCRT;3;37;39;;;;;;;
RSA;Groupage GENRSA :Version de la classification ;GRVCL;2;40;41;;;;;;;
RSA;Groupage GENRSA : CMD ;GRCMD;2;42;43;;;;;;;
RSA;Groupage GENRSA : Type ;GRTYP;1;44;44;;;;;;;
RSA;Groupage GENRSA : Numéro ;GRNUM;2;45;46;;;;;;;
RSA;Groupage GENRSA : Complexité ;GRCPX;1;47;47;;;;;;;
RSA;Groupage GENRSA : code-retour ;GRCRT;3;48;50;;;;;;;
RSA;Nombre de RUM composant le RSS d'origine (NbRUM) ;NBRUM;2;51;52;;;;Droite/Zéro;;RU;
RSA;Age en années ;AGEA;3;53;55;;;;;;;
RSA;Age en jours ;AGEJ;3;56;58;;;;;;;
RSA;Sexe ;SEXE;1;59;59;;;;;;;
RSA;Mode d'entrée dans le champ du PMSI-MCO ;MEPMC;1;60;60;;;;;;;
RSA;Provenance ;PROV;1;61;61;;;;;;;
RSA;Mois de sortie ;MSOR;2;62;63;;;;;;;
RSA;Année de sortie ;ASOR;4;64;67;;;;;;;
RSA;Mode de sortie du champ PMSI-MCO ;MSPMC;1;68;68;;;;;;;
RSA;Destination ;DEST;1;69;69;;;;;;;
RSA;Type de séjour ;TYSEJ;1;70;70;;;;;;;
RSA;Durée totale du séjour dans le champ du PMSI ;DUTSP;4;71;74;;;;;;;
RSA;Code géographique de résidence ;CGRES;5;75;79;;;;;;;
RSA;Poids d'entrée (en grammes) ;PEGR;4;80;83;;;;;;;
RSA;Age gestationnel retenu pour le groupage ;AGRG;2;84;85;;;;;;;
RSA;Délai de la date des dernières règles par rapport à la date d'entrée ;DDRDE;3;86;88;;;;;;;
RSA;Nombre de séances ;NBSE;2;89;90;;;;;;;
RSA;Numéro de GHS (du GHM GENRSA) ;NGHS;4;91;94;;;;;;;
RSA;Nombre de journées au-delà de la borne extrême haute ;NJBEH;4;95;98;;;;;;;
RSA;Type de séjour inférieur à la borne extrême basse ;NJBEB;1;99;99;;;;;;;
RSA;Nb journées EXB ;NJEXB;3;100;102;;;;;;;
RSA;Top Admission Maison de Naissance ;TADMM;1;103;103;;;;;0 : non, 1 : oui ;;
RSA;Top Radiation partielle Avastin ;TRPAV;1;104;104;;;;;0 : non, 1 : oui ;;
RSA;Top Radiation partielle Alimta ;TRPAL;1;105;105;;;;;0 : non, 1 : oui ;;
RSA;Top UHCD ;TUHCD;1;106;106;;;;;;;
RSA;Top GHS minoré ;TGHSM;1;107;107;;;;;0 : non, 1 : oui ;;
RSA;Confirmation du codage du séjour ;CCOSJ;1;108;108;;;;;;;
RSA;Nombre d'autorisations d'unités médicales à portée globale valides (Nb_AutPGV) ;NAG;1;109;109;;;;Droite/Zéro;;AG;
RSA;Nombre de suppléments pour hémodialyse hors séances ;NSHHS;3;110;112;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale automatisée hors séances ;NSEDP;3;113;115;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale continue ambulatoire hors séances ;NSEDPC;3;116;118;;;;;;;
RSA;Nombre de suppléments pour les entraînements à l'hémodialyse hors séances ;NSEHHS;3;119;121;;;;;;;
RSA;Nombre d'actes menant dans le GHS 9615 ;NAG9615;3;122;124;;;;;9615(aphérèse sanguine) ;;
RSA;Nombre de suppléments radiothérapie pédiatrique ;NSRP;3;125;127;;;;;;;
RSA;Nombre de suppléments antepartum ;NSAP;3;128;130;;;;;;;
RSA;Nombre de zones de suppléments de radiothérapie (Nb_Rdth) ;NSR;1;131;131;;;;Droite/Zéro;;SR;
RSA;Top valves aortiques percutanées ;TVAP;1;132;132;;;;;1 si date sortie >=15/08/2012 + type autorisation UM 60 + acte pose, blanc sinon;;
RSA;Type de génération automatique du RSA ;TYGARSA;1;133;133;;;;;0 : pas de génération automatique, 1 : FFM, ATU, SE 2 : médecin salariés, 3 : dialyse;;
RSA;GHS si non prise en compte de l'innovation ;GHSNPCI;4;134;137;;;;;;;
RSA;Filler ;FI138;8;138;145;;;;;;;
RSA;Nombre de suppléments caisson hyperbare ;NSCH;3;146;148;;;;;;;
RSA;Type de prestation de prélèvement d'organe ;NPPORG;1;149;149;;;;;1, 2 ou 3 ;;
RSA;Nombre de suppléments pour REA (réanimation) ;NSREA;3;150;152;;;;;;;
RSA;Nombre de suppléments soins intensifs provenant de la réanimation ;NSSIR;3;153;155;;;;;;;
RSA;Nombre de suppléments pour STF (soins intensifs) ;NSSTF;3;156;158;;;;;;;
RSA;Nombre de suppléments pour SRC (surveillance continue) ;NSSRC;3;159;161;;;;;;;
RSA;Nombre de suppléments NN1 ;NSNN1;3;162;164;;;;;;;
RSA;Nombre de suppléments NN2 ;NSNN2;3;165;167;;;;;;;
RSA;Nombre de suppléments NN3 ;NSNN3;3;168;170;;;;;;;
RSA;Nombre de suppléments REP (réanimation pédiatrique) ;NSREP;3;171;173;;;;;;;
RSA;Passage dans un lit dédié de soins palliatifs ;PLSPAL;1;174;174;;;;;;;
RSA;Type de machine en radiothérapie ;TYMRT;1;175;175;;;;;;;
RSA;Type de dosimétrie ;TYDOSI;1;176;176;;;;;;;
RSA;Numéro d'innovation ;NINNOV;15;177;191;;;;;;;
RSA;Nombre d'IVG antérieures ;NIVGANT;2;192;193;;;;;;;
RSA;Année de l'IVG précédente ;AIVGPREC;4;194;197;;;;;;;
RSA;Nombres de naissances vivantes antérieures ;NNVA;2;198;199;;;;;;;
RSA;Filler ;FI200;1;200;200;;;;;;;
RSA;N° séquentiel du RUM ayant fourni le DP ;NRUPDP;2;201;202;;;;;;;
RSA;Diagnostic principal (DP) ;DP;6;203;208;;;;;;;
RSA;Diagnostic relié (DR) ;DR;6;209;214;;;;;;;
RSA;Nombre de diagnostics associés dans ce RSA ;NDA;4;215;218;;;;;;;
RSA;Nombre de zones d'actes dans ce RSA ;NZA;5;219;223;;;;;;;
AG;Type d'autorisation à portée globale valide n° x;APGV;2;;;;;;;;;
SR;@Zone de suppléments de radiothérapie n° x :  Code du supplément (n° GHS) ;CDSUPPL;4;;;;;;;;;
SR;Zone de suppléments de radiothérapie n° x : Nombre de suppléments ;NBSUPPL;3;;;;;;;;;
RU;@RUM x : N° séquentiel de RUM ;NRUM;2;;;;;;;;;
RU;RUM x : Filler ;FILR;3;;;;;;;;;
RU;RUM x : Numéro FINESS géographique ;FGEO;9;;;;;;;;;
RU;RUM x : DP ;DP;6;;;;;;;;;
RU;RUM x : DR ;DR;6;;;;;;;;;
RU;RUM x : IGS2 ;IGS2;3;;;;;;;;;
RU;RUM x : Age gestationnel du RUM ;AGEGR;2;;;;;;;;;
RU;RUM x : Nombre de diagnostics associés du RUM (Nb_DA_R_1) ;NDA;2;;;;;;Droite/Zéro;;DA;
RU;RUM x : Nombre de zones d'actes du RUM (Nb_Act_R_1) ;NZA;3;;;;;;Droite/Zéro;;ZA;
RU;RUM x : Durée séjour partielle ;DSP;4;;;;;;;;;
RU;RUM x : Premier type d'autorisation d'UM ;TAR1;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le premier type ;NAS1;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le premier type ;NBS1;4;;;;;;;;;
RU;RUM x : Deuxième type d'autorisation d'UM ;TAR2;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le deuxième type ;NAS2;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le deuxième type ;NBS2;4;;;;;;;;;
DA;DA n° x du RUM n° y ;TDA;6;;;;;;;;;
ZA;@Zone acte n° x du RUM n° y : Délai depuis la date d'entrée ;DLDA;3;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Code CCAM ;CCCAM;7;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension PMSI ;XTPMSI;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Phase ;PHASE;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Activité ;ACTIV;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension documentaire ;XTDOC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Modificateurs ;MDIF;4;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Remboursement exceptionnel ;REMBEXC;1;;;;;;;;;
