Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RUM;Groupage : version de la classification;GVC;2;1;2;O;N;N;Droite/Zéro;;;
RUM;Groupage : n° de GHM N° CMD;NCMD;2;3;4;O;N;N;Droite/Zéro;;;
RUM;N° GHM;NGHM;4;5;8;O;A;A;NA/NA;;;
RUM;Filler;FLR009;1;9;9;F;A;A;NA/NA;;;
RUM;N° de version du format de RSS;VRSS;3;10;12;O;A;A;NA/NA;116;;
RUM;Groupage : code retour;GCR;3;13;15;O;N;N;Droite/Zéro;;;
RUM;Numéro FINESS d’inscription ePMSI;FINESS;9;16;24;O;A;A;NA/NA;;;
RUM;Version du format du RUM;VRUM;3;25;27;O;N;N;NA/NA;016;;
RUM;N° de RSS (Equivalent de HOSP-PMSI);NRSS;20;28;47;O;A;A;Gauche/Espace;;;
RUM;N° Administratif local de séjour;NADL;20;48;67;O;A;A;Gauche/Espace;;;
RUM;N° de RUM;NRUM;10;68;77;O;A;A;Gauche/Espace;;;
RUM;Date de naissance;DNAIS;8;78;85;O;N;D;NA/NA;JJMMAAAA;;
RUM;Sexe;SEXE;1;86;86;O;N;N;NA/NA;1 : homme, 2 : femme;;
RUM;Numéro de l'unité médicale;NUM;4;87;90;O;A;A;Gauche/Espace;;;
RUM;Type d'autorisation du lit dédié;TALD;2;91;92;F;N;N;Droite/Zéro;;;
RUM;Date d'entrée dans l'unité médicale;DEUM;8;93;100;O;N;D;NA/NA;JJMMAAAA;;
RUM;Mode d'entrée dans l'unité médicale;MEUM;1;101;101;O;N;N;NA/NA;;;
RUM;Provenance (si mode d'entrée est mutation transfert ou domicile);PROV;1;102;102;F;N;N;NA/NA;;;
RUM;Date de sortie de l'unité médicale;DSUM;8;103;110;O;N;D;NA/NA;JJMMAAAA;;
RUM;Mode de sortie de l'unité médicale;MSUM;1;111;111;O;N;N;NA/NA;;;
RUM;Destination (si mode de sortie est mutation, transfert ou domicile);DEST;1;112;112;F;N;N;NA/NA;;;
RUM;Code postal de résidence (ou 99 suivi du code Insee du pays pour les patients résidant hors de France);CPRE;5;113;117;O;A;A;Droite/Zéro;(hk remplace N par A);;
RUM;Poids du nouveau-né à l'entrée de l'unité médicale (en grammes);PNNE;4;118;121;F;N;N;Droite/Zéro;;;
RUM;Age gestationnel;AGEG;2;122;123;F;N;N;Droite/Zéro;;;
RUM;Date des dernières règles;DDR;8;124;131;F;N;D;NA/NA;JJMMAAAA;;
RUM;Nombre de séances;NBSE;2;132;133;F;N;N;Droite/Zéro;;;
RUM;Nombre de diagnostics associés (nDA) dans ce RUM;NDA;2;134;135;O;N;N;Droite/Zéro;;DA;
RUM;Nombre de données à visée documentaire (nDAD) dans ce RUM;NDAD;2;136;137;O;N;N;Droite/Zéro;;DAD;
RUM;Nombre de zone d'actes (nZA) dans ce RUM;NZA;3;138;140;O;N;N;Droite/Zéro;;ZA;
RUM;Diagnostic principal (DP);DP;8;141;148;O;A;A;Gauche/Espace;;;
RUM;Diagnostic relié (DR);DR;8;149;156;F;A;A;Gauche/Espace;;;
RUM;IGS 2;IGS2;3;157;159;F;N;N;Droite/Zéro;;;
RUM;Confirmation du codage du RSS;CCRS;1;160;160;F;N;N;NA/NA;cf. note 1;;
RUM;Type de machine en radiothérapie;TYMA;1;161;161;F;N;N;NA/NA;cf. note 2;;
RUM;Type de dosimétrie;TYDO;1;162;162;F;N;N;NA/NA;cf. note 3;;
RUM;Numéro d'innovation;NUMI;15;163;177;F;A;A;Gauche/Espace;;;
RUM;Zone réservée;ZR178;15;178;192;F;N;N;NA/Espace;;;
DA;DA 0..n;TDA;8;193;200;F;A;A;Gauche/Espace;;;
DAD;DAD 0..n;TDAD;8;*;*;F;A;A;Gauche/Espace;;;
ZA;Date de réalisation;DR;8;*;*;F;N;D;Droite/Zéro;JJMMAAAA;;
ZA;Code CCAM;CCCA;7;*;*;O;A;A;NA/NA; Code CCAM sur 7 caractères + extension sur 3 caractères commençant par ‘-‘ suivi de 2 chiffres;;
ZA;Phase;PHAS;1;*;*;O;N;N;NA/NA;;;
ZA;Activité;ACTI;1;*;*;O;N;N;NA/NA;;;
ZA;Extension documentaire;XDOCU;1;*;*;F;A;A;NA/NA;;;
ZA;Modificateurs;MODIF;4;*;*;F;A;A;Gauche/Espace;;;
ZA;Remboursement exceptionnel;REXC;1;*;*;F;A;A;NA/NA;;;
ZA;Association non prévue;ASSNP;1;*;*;F;A;A;NA/NA;;;
ZA;Nombre de réalisations de l'acte n° nZA pendant le séjour;NREAL;2;*;*;O;N;N;Droite/Zéro;;;
S:;RSS1;;;;;;;;;;;
