Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSFH;Type d'enregistrement;TENR;1;1;1;O;A;A;NA/NA;NA Valeur=H;;
RSFH;Numéro FINESS d’inscription ePMSI;FINESS;9;2;10;F;A;A;NA/NA;RSS non groupé 1;;
RSFH;Numéro FINESS géographique;FINESG;9;11;19;F;A;A;NA/NA;;;
RSFH;N° immatriculation assuré;NIA;13;20;32;F;A;A;NA/NA;Type 2 CP 12;;
RSFH;Clé du n° immatriculation;CNI;2;33;34;F;A;A;NA/NA;Type 2 CP 25;;
RSFH;Rang de bénéficiaire;RGB;3;35;37;F;A;A;NA/NA;Type 2 CP 27;;
RSFH;N° d'entrée;NENT;9;38;46;F;A;A;NA/NA;Type 2 CP 40;;
RSFH;N° immatriculation individuel;NII;13;47;59;F;A;A;NA/NA;Type 2S CP 50 A renseigner si l’information est présente sur la carte Vitale, l’attestation de droits ou la prise en charge.;;
RSFH;Clé du n° immatriculation individuel;CNII;2;60;61;F;A;A;NA/NA;Type 2S CP 63 A prendre sur le même support que le n° immatriculation. Clé à contrôler après la saisie, cf. annexe 5 de la norme B2;;
RSFH;Date de début de séjour;DDSEJ;8;62;69;F;A;D;NA/NA;Type 3 CP 44 Modification liée au format de la date (JJMMAAAA);;
RSFH;Code UCD;CUCD;7;70;76;F;A;A;NA/NA;Type 3H 49;;
RSFH;Coefficient de fractionnement;COEFF;5;77;81;F;A;A;NA/NA;Type 3H 57 1+4 (10000 par défaut);;1+4
RSFH;Prix d'achat unitaire TTC;PAU;7;82;88;F;A;A;NA/NA;Type 3H 67 5+2;;5+2
RSFH;Montant unitaire de l'écart indemnisable;MUEI;7;89;95;F;A;A;NA/NA;Type 3H 74 0 par défaut (5+2);;5+2
RSFH;Montant total de l'écart indemnisable;MTEI;7;96;102;F;A;A;NA/NA;Type 3H 81 5+2;;5+2
RSFH;Quantité;QTE;3;103;105;F;A;A;NA/NA;Type 3H 88 Compléter par « 0 » devant;;
RSFH;Montant total facturé TTC;MTF;7;106;112;F;A;A;NA/NA;Type 3H 91 0 par défaut (5+2);;5+2
S:;MONO;;;;;;;;;;;
