Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
NX;Type d’enregistrement ;TYP;3;1;3;O;N;N;Droite/Zéro;Valeur ‘101’  ;;
NX;Rubrique;RUB;2;4;5;O;N;N;Droite/Zéro;Valeur ‘01’;;
NX;Séquence ;SEQ;2;6;7;O;N;N;Droite/Zéro;Valeur ‘01’ ;;
NX;Numéro de GHS ;GHS-NRO ;4;8;11;O;N;N;Droite/Zéro;Numéro de GHS ;;
NX;Secteur ;GHS-SEC ;1;12;12;O;N;N;Droite/Zéro;Le GHS relève du secteur : 1 = Public 2 = Privé ;;
NX;DMS ;GHS-DMS ;3;13;15;O;N;N;Droite/Zéro;2+1. Durée moyenne de séjour en Nbre de jours. ;;
NX;Seuil Haut ;SEU-HAU ;3;16;18;O;N;N;Droite/Zéro;Valeur du seuil haut pour le GHS en Nbre de jours. Si pas de seuil haut Alors Valeur = 000 ;;
NX;Seuil Bas ;SEU-BAS ;3;19;21;O;N;N;Droite/Zéro;Valeur du seuil bas pour le GHS en Nbre de jours. A zéro dans le cas de seuil bas impossible. ;;
NX;PU GHS ;GHS-PRI ;8;22;29;O;N;N;Droite/Zéro;6+2. Prix unitaire du GHS ;;
NX;EXH possible ;TOP-EXH ;1;30;30;O;A;A;Gauche/Espace;Indique si le GHS admet la facturation d’EXH. O (Oui) / N (Non) ;;
NX;PU EXH ;EXH-PRI ;8;31;38;O;N;N;Droite/Zéro;6+2. Prix unitaire de l’EXH  A zéro dans le cas où EXH impossible ;;
NX;Coefficient réducteur possible ;TOP-COE ;1;39;39;O;A;A;Gauche/Espace;Indique si le GHS admet un coefficient réducteur en cas de séjour retour. O (Oui) / N (Non) ;;
NX;Coefficient réducteur ;GHS-COE ;3;40;42;O;N;N;Droite/Zéro;1+2. Coefficient réducteur applicable au GHS  Dans le cas de GHS Retour et dans le cas de durée de séjour inférieur au seuil bas pour les GHS antérieurs au 01/03/2009 ;;
NX;Implique un FJ ;TOP-FJH ;1;43;43;O;A;A;Gauche/Espace;Indique si le GHS implique le forfait journalier. O (Oui) / N (Non) ;;
NX;Nature d’assurance permise ;ASU-NAT ;10;44;53;O;A;A;Gauche/Espace;2x5occ. Nature d’assurance permise pour le GHS. Au moins une occurrence obligatoire. Liste : AS, AT, MA, PM ;;
NX;Cumul GHS ;GHS-CUM ;1;54;54;O;A;A;Gauche/Espace;Indique si le GHS est cumulable avec un autre GHS. O (Oui) / N (Non) ;;
NX;Type de supplément forfaitaire journalier ;SFJ-TYP ;10;55;64;O;A;A;Gauche/Espace;1x10occ. Indique les types de supplément forfaitaire journalier admis pour le GHS. E = Réanimation Pédiatrique, R = Réanimation, F = Soins intensifs, C = Soins de surveillance continue, D = Dialyse, N = Néonatalogie, P = Prélèvements d’organes, U = Urgence, I = IVG, A = ANT, T = RAP, K = Défibrillateur cardiaque A blanc si pas de type de supplément forfaitaire journalier autorisé. ;;
NX;Age minimum ;AGE-MIN ;2;65;66;O;N;N;Droite/Zéro;Borne comprise, zéro par défaut ;;
NX;Age maximum ;AGE-MAX ;2;67;68;O;N;N;Droite/Zéro;Borne comprise, zéro par défaut ;;
NX;Sexe compatible ;SEX-CMP ;1;69;69;O;N;N;Droite/Zéro;Indique le sexe de malade compatible avec le GHS. 0 = sans objet, 1 = Homme, 2 = Femme ;;
NX;CMD ;CMD-COD ;2;70;71;O;N;N;Droite/Zéro;Catégorie Majeure de Diagnostic Cf table des CMD ;;
NX;Domaine (M/C/O/O) ;DCS-MCO ;1;72;72;O;A;A;Gauche/Espace;Détermine le domaine court séjour du GHS M = Médecine, C = Chirurgie ,O = Obstétrique ,N = Odontologie ;;
NX;Date de l’arrêté ministériel ;DAT-AMI ;8;73;80;O;N;N;Droite/Zéro;SSAAMMJJ Utilisée pour la recherche des informations officielles (JO...) ;;
NX;"Date de publication au JO ""Tarification"" ";DAT-JOF ;8;81;88;O;N;N;Droite/Zéro;SSAAMMJJ Utilisée pour la recherche des informationsofficielles (JO...) ;;
NX;Date d’effet de la maj ;DAT-MAJ ;8;89;96;O;N;N;Droite/Zéro;SSAAMMJJ La date d’effet s’applique à l’historique. ;;
NX;Type EXB ;EXB-TYP ;1;97;97;O;A;A;Gauche/Espace;Indique si la minoration à appliquer au GHS en cas de seuil bas est de type forfaitaire ou journalier. Valeurs : N = Pas de Minoration possible ,F = Minoration de type Forfaitaire ,J = Minoration de type Journalière ;;
NX;PU EXB ;EXB-PRI ;8;98;105;O;N;N;Droite/Zéro;6+2. Prix Unitaire de la Minoration ;;
NX;Inutilisé ;ZI1;23;106;128;O;A;A;Gauche/Espace;Initialisé à blanc ;;
S:;MONO;;;;;;;;;;;
